,Unnamed: 0,id,title,price,brand,style,heel_type,heel_height,width,shoe_width,material,occasion,country_region_of_manufacture,lining_material,upper_material,shoe_size,toe_shape,model,year_of_manufacture,size,colour,color,main_colour,lining,sole,vintage,closure,pattern,theme,fastening,platform_height,location,n_sold,n_watchers,free_shipping,longtime_member,same_day_shipping,fast_safe_shipping,returns,feedback,condition,seller_notes,category,new_brand,new_country
72,73,81,New Drag Queen Peep toe Slip On Mules Very High Stiletto Heel Sexy Party Shoes,33.1615,Unbranded,Mules,Stiletto,Very High Heel (4 1/2 in or More),Standard (B),,Synthetic,Evening & Party,China,,,,,,,,,,,,Synthetic,,,,,Slip On,,"Beijing, China",,14.0,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,Unbranded,China
73,74,82,Women's office shoes Ladies High Stiletto Heels Leather Pointed Toe Party Shoes,22.2575,Unbranded,"Pumps, Classics",,High (3 to 4 1/4),"Medium (B, M)",,,"Dress,Evening &Party",China,,,,,,,,,,,,,,,,,,,"Hongkong, China",145.0,322.0,0.0,1.0,0.0,0.0,0.0,0.0,New without box,,heels,Unbranded,China
74,75,83,Sexy Women Stiletto Pumps Pointy Toe Rhinestone Rivet Heels Party Shoes Slip on,67.6106,Unbranded,Court Shoes,Slim,High (3 to 4 1/4),,,Synthetic,Dress,China,,,,,,,,,,,,,,,,,Slip On,,"Beijing, China",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,Unbranded,China
75,76,85,Irregular Choice 'Glory Days' (A) Teal Mid Heel Shoes - Loads More Styles,55.4045,Irregular Choice,Heels,,Mid (5-7.5 cm),,,,,,,"Synthetic, Textile",,,,,Various,,Teal,,Material,,,,,,,,"Northants, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,Irregular Choice,United Kingdom
76,77,86,GUCCI White Satin Gold Chain Horsebit Heels Open Toe Slides Sandals Size 7.5 C,143.434,Gucci,open,,High (3-3.9 in),,C,,,,,,,,,,,,Gold,,,,,,horsebit,Metal,,,"Boynton Beach, Florida, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Gucci,United States
77,78,87,Women Sexy Mesh Strappy Block High Heels Sandals GLADIATOR Summer Boots Black ,26.4741,Unbranded,Sandals,Block,Mid Heel (1.5-3 in.),Standard (B),,Synthetic,Party,China,,,,,,,,,,,,,,,Solid,,lace up,,"zhejiang, China",,12.0,1.0,0.0,0.0,0.0,1.0,0.0,New with box,,heels,Unbranded,China
78,79,88,Chic Womens Pointed Toe High Heel Slip On Stiletto Pumps Super Sexy Shoes Pink,42.2559,Unbranded,"Pumps, Classics",Slim,Very High (4.5 in. and Up),"Medium (B, M)",,Patent Leather,Formal,China,,,,,,,,,Pink,,,,,,Solid,Party,Slip On,,"Beijing, China",,10.0,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,Unbranded,China
79,80,90,Marc Fisher Size 7 Sydney Black Suede Leather High Hell Pumps Round Toe New,35.6033,Marc Fisher,Pump,,High (3-3.9 in),,M,,,,,Suede,,Round Toe,,,,,Black,,,,No,,,,,,"Lombard, Illinois, United States",,,0.0,1.0,0.0,0.0,0.0,0.0,New without box,,heels,Marc Fisher,United States
80,81,91,Intentionally Blank Valerie Mule,137.3295,Blank,Mule,,Flat (Under 1 in),,,,,,,,,,,,,,,,,,,,,,,,"Portland, Oregon, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,Blank,United States
81,82,92,Intentionally Blank Deb Mule,150.5535,Blank,Mule,,Flat (Under 1 in),,,,,,,,,,,,,,,,,,,,,,,,"Portland, Oregon, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,Blank,United States
82,83,93,Senso Ladies Shoes,20.0071,Ladies,Strappy,,,,,,,,,"Leather, Suede",,,,,,taupe,,,,,,,,,,,"Clontarf, QLD, Australia",,,0.0,1.0,0.0,0.0,0.0,0.0,Pre-owned,,heels,Ladies,Austria
83,84,94,Charles David Peep-Toe Black Leather Suede Classic Pumps Heels Women's Size 8 M,31.7376,CHARLES DAVID,"Pumps, Classics",,High (3 to 4 1/4),,M,Leather,Party/Cocktail,,,Suede,,Peep Toe,,,,,Black,,,,,,Solid,Classic,Slip On,,"Chico, California, United States",,,0.0,0.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,CHARLES DAVID,United States
84,85,95,Saks Fifith Avenue Womens Pumps Size 7 Vintage Black Leather Made In Italy B211 ,71.7054,Avenue,Pump,,Mid (2-2.9 in),,,,,Italy,,,,,,,,,Black,,,,,,,,,,"Fort Wayne, Indiana, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Avenue,India
85,86,96,Fila Disruptor ll Wedge Womens White Trainers Casual Platform Chunky Heel Shoes ,91.814,Fila,,,High (3 in. and Up),Standard (B),,Leather,,,,,,,,,,,,White,Textile,Rubber,,,,,,,"Poole Dorset, United Kingdom",,8.0,0.0,0.0,1.0,0.0,1.0,0.0,New with box,,heels,Fila,United Kingdom
86,87,97,Women's Vogue Low Heel Pointed Toe Slip On Shoes Buckle Casual Slingbacks New,38.0248,Unbranded,Slingbacks,Block,Low (3/4 in. to 1 1/2 in.),"Medium (B, M)",,Synthetic,Casual,China,,,,,No,,,,,,,,,,Solid,No,Slip On,,"ChengDU Sichuan, China",,,0.0,1.0,0.0,0.0,1.0,0.0,New without box,,heels,Unbranded,China
87,88,98,Womens Ladies Wedge Heel Diamante Party Wedding Shoes Sandals Mules Size CT-22,22.9419,Rock On Styles,Mules,Wedge,High (3 to 4 1/4),Standard (B),,,"Evening ,Bridal, Party, Prom, Formal, Wedding",,,,,,,,,,,Gold / Silver / Black / Rose Gold,Synthetic,Rubber,,,"Argyle, Diamond",Party,Slip On,1 Inch Approx,"London, United Kingdom",45.0,,0.0,0.0,1.0,0.0,0.0,0.0,New with box,,heels,Rock On Styles,United Kingdom
88,89,100,Sofft Black Leather Microfiber Dress Work Pumps Block Heel Womens 6.5M,30.6617,Medium,Pump,,Mid (2-2.9 in),,M,,,,,"Leather, Microfiber",,Almond Toe,,,,,Black,,,,No,,Solid,,,,"Ashville, Ohio, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,Pre-owned,"“Nice used condition, no damage; see all photos.”",heels,Medium,United States
89,90,102,Hobbs Wine Red Suede Heel Court Shoe (9cm) Size 6/39 *NEW* Made in Italy,45.907,Hobbs,,,High (7.6-10 cm),,,,,,,,,,,,,Red,,,,,,,,,,,"Manchester, United Kingdom",,,0.0,0.0,0.0,0.0,0.0,1.0,New without box,,heels,Hobbs,United Kingdom
90,91,103,Womens Block High Heel Round Toe Platform Slip On Oxfords Solid Shoes Fashion,38.2655,Unbranded,Mary Janes,Block,High (3 in. and Up),"Medium (B, M)",,Patent Leather,,China,,,,,,,,,,,,,,,No Pattern,,Slip On,,"Beijing, China",,,1.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,Unbranded,China
91,92,104,Nine West Women’s High Heels Size 9,22.3793,Nine West,Pump,,High (3-3.9 in),,,,,,,,,,,,,,Red,,,,,,,,,,"Bellingham, Washington, United States",,,0.0,0.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Nine West,United States
92,93,105,Miu Miu Black Patent Leather Jeweled Heel Size 38.5  or 8.5,127.6667,Miu Miu,Pump,,Mid (2-2.9 in),,,,,,,Patent Leather,,,,,,,Black,,,,,,,,,,"Hilton Head Island, South Carolina, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Miu Miu,United States
93,94,106,Musse & Cloud Flat Tan Strap Sandal Women Shoes Suede Leather Upper Size US11,47.5658,Musse&Cloud,Sandal,,Flat (Under 1 in),,,,,,,Suede,,,,,,,Brown,,,,,,,,,,"Fayetteville, Tennessee, United States",,,0.0,1.0,0.0,0.0,0.0,0.0,New without box,"“New with out tags, Never used. was a store display.”",heels,Musse&Cloud,United States
94,95,107,Anne Klein Ladies Brown Leather Heels - Size 10,45.9186,Anne Klein,Pump,,9.5 cm,,M,,,,,Leather,,Pointed Toe,,,,Brown,,,,,,,,,,,"South Penrith, NSW, Australia",,,0.0,1.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Anne Klein,South Africa
95,96,108,Unisa Angel Skin Open Toe Shoes With Block Heel & Ankle Strap Size 9,20.3348,Unisa,dress,,Mid (2-2.9 in),,M,,All,,,Faux Suede,,Open Toe,,,,,Angel Skin Pink,,,,,,,,,,"Kissimmee, Florida, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,New without box,,heels,Unisa,United States
96,97,109,MICHAEL Michael Kors Cunningham Wedge Acorn size 8.5,100.7083,Michael Kors,wedge,,High (3-3.9 in),,,,,,,,,,,,,,Acorn,,,,,,,,,,"Lombard, Illinois, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,New with box,,heels,Michael Kors,United States
97,98,110,Cole Haan size 10 B Womens Block Sandal Open Toe Strap Heels,26.8163,Cole Haan,Open Toe,Block,Med (1 3/4 to 2 3/4 in),"Medium (B, M)",,see pics,Casual,Unknown,,,,Peep Toe,,,10,,pale pink,,,,No,,Solid,,Hook & Loop Fasteners,,"Natalia, Texas, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“please see pics for wear”,heels,Cole Haan,United States
98,99,111,Vince black leather Pink Flat size 8.5,105.7949,Vince,D'Orsay,,Flat (Under 1 in),,reg,Leather,Workwear,,,Leather,,Pointed Toe,unknown,unknown,,,Pink,,,,No,,,,,,"Champlin, Minnesota, United States",,,0.0,0.0,0.0,0.0,0.0,1.0,New without box,,heels,Vince,United States
99,100,112,"ANTHROPOLOGIE Heels 39 9 MATIKO Slingback ALIVE Black Suede Ankle Strap 2.5"" NIB",116.986,Anthropologie,Slingback,,Mid (2-2.9 in),,M,,,,,Suede,,Pointed Toe,Alive,,,,Black,,,,No,Buckle,Solid,,,,"Northcoast, Ohio, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,New with box,,heels,Anthropologie,United States
100,101,113,Salvatore Ferragamo Womens Size 6 B Made Italy Blue Leather Heels Shoes ,61.5351,Salvatore Ferragamo,"Pumps, Classics",,Med (1 3/4 to 2 3/4 in),M),B,Leather,,,,,,,,,6,,Blue,,,,,,,,,,"Goodyear, Arizona, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Good condition. Has a few scuffs. See ALL photos for condition details.”,heels,Salvatore Ferragamo,United States
101,102,114,Rupert Sanderson Ravenna Pumps EU35 UK2.5,191.3855,Rupert Sanderson,"Strappy, Ankle Straps",Block,High (7.6-10 cm),,,,,,,Velvet,UK 2.5,,,,35,Black,,Black,100% Leather,100% Leather,,,,,,,"London, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,heels,Rupert Sanderson,United Kingdom
102,103,115,ENZO ANGIOLINI Snippet US 9M Black Leather Peep Toe Platform Stiletto Shoes,25.4214,Enzo Angiolini,Platform,,Ultra High (4 in & Higher),,M,,,,,Leather,,Peep Toe,Snippet,,,,Black,,,,,,,,,,"Golden, Colorado, United States",,,0.0,1.0,0.0,0.0,0.0,0.0,New without box,“Excellent condition - never worn -- As with all shoes use the photos as a guide to wear and please check out the measurements listed in the ITEM DESCRIPTION and check that with a similar pair of your own shoes that fit well.”,heels,Enzo Angiolini,United States
103,104,116,Gucci Women Gold and Tortoise Heels- size  37C-Great condition,347.9043,Gucci,Pump,,High (3-3.9 in),,C,,,,,,,Peep Toe,,,,,Gold,,,,,,,Tortoise,,,"Boynton Beach, Florida, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,,heels,Gucci,United States
104,105,117,"Tony Bianco Meeka Heels, Size 6",90.5351,Tony Bianco,Strappy,,High (3-3.9 in),,,,,,,,,,,,,,Nude,,,,,,,,,,"San Jose, California, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,New with box,,heels,Tony Bianco,United States
105,106,118,Womens Platform Lace Up Casual Pumps Sneakers Hidden Wedge Heel Shoes Creepers,27.8661,Unbranded,Oxfords,Wedge,High (3 to 4 1/4),,,Synthetic,Casual,China,,,,,,,,White,,,,,,,Solid,,Lace Up,,"Beijing, China",,5.0,1.0,0.0,0.0,0.0,1.0,0.0,New with box,,heels,Unbranded,China
106,107,119,Coach size 7.5M Womens Wedge Heel Strap Peep Open Toe Shoe,35.7657,Coach,Open Toes,Wedge,High (3 to 4 1/4),"Medium (B, M)",M,see pics,Casual,Unknown,,,,Peep Toe,Open Toe,,7.5,,Multi-Color,,,,No,,,,Slip On,,"Natalia, Texas, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“please see pics for condition”,heels,Coach,United States
107,108,120,Nine West Ispy Black Slip On Wedge Heels Women’s Size 8 1/2 Suede Dress Shoes,45.7765,Nine West,Wedge,,Mid (2-2.9 in),,M,,Party/Cocktail,,Microfiber,Suede,,Round Toe,Nine West Ispy,,,,Black,,,,,,Solid,,,,"Greensboro, North Carolina, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Nine West,United States
108,109,121,Angelina Silver NY Chic Heels With Open Toe & Ankle Strap Size 5 1/2,20.3348,De Blossom Collection,"Pumps, Classics",Slim,High (3 to 4 1/4),"Medium (B, M)",M,,all,,,,,Open Toe,,,5.5,,Silver,,,,,,Solid,,Hook & Loop Fasteners,,"Kissimmee, Florida, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,New without box,,heels,De Blossom Collection,United States
109,110,122,"Qupid Ladies Brown Strappy Open Toe Shoes With Ankle Strap, Block Heel Size 6",20.3348,Qupid,Strappy,,Mid (2-2.9 in),,B,,,,,Faux Suede,,Open Toe,,,,,Brown,,,,,,,,,,"Kissimmee, Florida, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,New without box,,heels,Qupid,United States
110,111,123,"Diva Metallic Silver Shoes, Open Toe, Block Heel, Ankle Strap Size 7 1/2",20.3348,Diva,Open Toes,Block,High (3 to 4 1/4),"Medium (B, M)",M,Manmade,all,,,,,Open Toe,,,7.5,,Silver,,,,,,Metallic,,Buckle,,"Kissimmee, Florida, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,New without box,,heels,Diva,United States
111,112,124,Low Ankle Mary Toe Shoes Women Heel Fashion Pumps Jane Casual Strap Round US 8.5,25.4011,100FIXEO,Mary Janes,Cuban,Low (3/4 to 1 1/2 in),"Medium (B, M)",,Patent Leather,Dress,China,,,,,,2020,8.5,,Black,,,,,,Solid,Vintage,Buckle,,"成都, China",,,1.0,0.0,0.0,0.0,1.0,0.0,New with box,,heels,100FIXEO,China
112,113,125,"Womens Shoes,Leather,Navy,Patent Toe & Heel,John Lewis Halle, UK Size 4",28.8347,John Lewis Halle Ballet,Ballet,,Flat (Under 2.5 cm),,A,,Party/Cocktail,,,"Leather, Suede",,Closed Toe,Halle Ballet,,,,Blue,,,,No,,Solid,,,2cm,"Kent, United Kingdom",,,0.0,1.0,1.0,0.0,1.0,0.0,New with box,,heels,John Lewis Halle Ballet,United Kingdom
113,114,126,"Epicstep Ankle High Shoes With Chunk Heel, Slingback & Peep Toe Size 8.5",17.284,Epicstep,Slingbacks,chunk,Med (1 3/4 to 2 3/4 in),"Medium (B, M)",M,,all,,,,,Peep Toe,Open Toe,,8.5,,Brown,,,,,,Solid,,velcro,,"Kissimmee, Florida, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,New without box,,heels,Epicstep,United States
114,115,127,Stella McCartney Womens Mesh Round Toe Lace Up Platform Wedges Brown Size 6.5,71.1979,Stella McCartney,Platforms & Wedges,,High (3 in. and Up),,,Canvas,,,,Canvas,,,,,,,Brown,,,,No,Lace Up Closure,Solid,,,"2""","Hatboro, Pennsylvania, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,Pre-owned,“Scuffed Throughout”,heels,Stella McCartney,United States
115,116,128,Gold Silver Women's Pumps 16cm Stilettos High Heel Platform Court Cocktail Shoes,51.8694,Unbranded,Platform,,16cm,,,,Party/Cocktail,China,,PU,,Round Toe,,,34-48,,"Gold,silver",,,,,Slip On,Solid,,,5.5cm,"Cheng Du, China",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,Unbranded,China
116,117,129,"Calvin Klein Womens Brady Black Liquid Patent Smooth Pumps, SZ 8.5 M,  15527",35.5946,Calvin Klein,Pump,,High (3 to 4 1/4),,"Medium (B, M)",,Heels,,,Patent Leather,,Pointed Toe,Brady,,,,Black,,,,,,,,,,"Rocky Mount, North Carolina, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,Pre-owned,"“These shoes are in very good condition, they were used a couple of times. They may have some minor scratches and Stains, but they are not very noticeable. These shoes are made of the best quality, please check the pictures before asking a question or making the purchase. Please Note: Colors and Shade may vary slightly due to flash and no flash or lighting. We try to our best to provide pictures with and without flash. Thank you! ‘’BOX NOT INCLUDED’THIS ITEM WILL BE SANITIZED AND WILL BE DONE AGAIN ON THE DAY IT IS SHIPPED, There is nothing wrong with any of the item, it is simply a precaution i am taking for all of my customers,”",heels,Calvin Klein,United States
117,118,130,Aerosols Keyless Black Square Toe Leather Slip On Loafer Heel Size 9M,25.4214,Areosoles,Loafer,,Low (1-1.9 in),,M,,,,,Leather,,Square Toe,Keyless,,,,Black,,,,,,,,,,"Houston, Texas, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Areosoles,United States
118,119,131,Franco Sarto Fausta Black Leather Block Heel Round Toe Heels Pumps Size 7,45.7765,Franco Sarto,"Pumps, Classics",Block,Med (1 3/4 to 2 3/4 in),,,Leather,,,,Leather,,Round Toe,,,,,Black,,,,,,,,Slip On,,"Reading, Pennsylvania, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Franco Sarto,United States
119,120,132,"Not Rated Womens Velvet Stiletto High Heels Black Faux Leather 4""+ Open Toe",19.3169,Not Rated,Pump,,Ultra High (4 in & Higher),,B,,,,,Faux Leather,,Open Toe,NRPP0086-001,,,,Black,,,,No,,,,,,"Lansing, Michigan, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,New without box,“Good used condition. See photos”,heels,Not Rated,United States
120,121,133,Ladies Cream Leather Riptape Sandpiper Shoes Norma,25.5432,SANDPIPER,Court Shoes,,,,,Leather,Casual,,,Leather,,,,,,Does not apply,,,Synthetic & Textile,Synthetic,,,,,Slip On,,"Leigh, Lancashire, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New without box,,heels,SANDPIPER,United Kingdom
121,122,134,Dansko Suzy Cutout Wedge Sandals Womens Black Flower Peek Toe Sz EU 38 US 7.5,55.9381,Dansko,Slides,,Mid (2-2.9 in),,,,,,,,,,Flowers,,,,Black,,,,,,,Flower,,,"Goodyear, Arizona, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Good condition. Light wear on inside of shoes. See ALL photos for condition details.”,heels,Dansko,United States
122,123,135,Christian Siriano black patent leather round toe pumps heels stilettos size 6,10.1616,Christian Siriano,Pump,,Ultra High (4 in & Higher),,M,,,,,"Synthetic, Patent Leather",,Round Toe,,,,,Black,,,,,,,,,,"Rexburg, Idaho, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Gently Used Condition– Still fairly new with minimal wear. Lots of life left. See pictures for best description.”,heels,Christian Siriano,United States
123,124,136,Pleaser DELIGHT-687 Women's Sexy Red Stiletto Heel Platform Maryjane Pump Sandal,60.9841,Pleaser,"Pump, Sandals",,Ultra High (4 in & Higher),,,,"Casual, Clubwear",,,,,Closed Toe,DEL687/R/M,,,,Red/Red,,,,,,Solid,,,,"Brea, California, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,New with box,,heels,Pleaser,United States
124,125,137,Manolo Blahnik Beige Patent Leather “Campari” 38,269.5753,Manolo Blahnik,Mary Jane,,High (3-3.9 in),,M,,,,,Patent Leather,,Pointed Toe,Campari,,,,Beige,,,,,,,"City, Designer, Elegant, Fun, Modern, Paris",,,"Slatersville, Rhode Island, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,,heels,Manolo Blahnik,United States
125,126,138, RIVER ISLAND BLACK SUEDE LEATHER HIGH HEEL LACE UP SHOES  SANDALS UK 6 EUR 39,76.5426,River Island,"Strappy, Ankle Straps",Slim,High Heel (3-4.5 in.),,standard,Suede,Casual,,,"suede leather, Suede",UK 6,Open Toe,fringed,2010-2019,,Black,,black,,,No,Lace Up,No Pattern,,Lace Up,,"London, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,Pre-owned,"“worn once indoor, in great condition. Please check all pictures.”",heels,River Island,United Kingdom
126,127,139,Escada Black Patent Leather Peeptoe Slingback Heels 7B,25.4214,ESCADA,Slingbacks,Block,High (3 to 4 1/4),"Medium (B, M)",,Patent Leather,Work,,,,,Peep Toe,,,7,,Black,,,,,,Solid,,Slip On,,"Pittsburgh, Pennsylvania, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“insole is loose”,heels,ESCADA,United States
127,128,140,Prada 2 tone heels-great condition- size 37,181.0731,PRADA,Pump,,High (3-3.9 in),,B,,,,,,,,,,,,Multicolor,,,,,,,,,,"Boynton Beach, Florida, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,,heels,PRADA,United States
128,129,141,TOPSHOP PINK SUEDE LEATHER HIGH HEEL LACE UP SHOES PLATFORM SANDALS UK 3 EUR 36,102.0597,Topshop,Platform,,"Very High Heel (greater than 4.5"")",,Standard,,,,,"suede leather, Leather, Suede",,Open Toe,party,2010-2019,UK 3 EUR 36 US 5.5,Pink,,,,,No,Lace Up,No Pattern,,,,"London, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New without box,,heels,Topshop,United Kingdom
129,130,142,Diego di Lucca Brown Leather Tribal Animal Print Wedge Heels SZ 8 shoes Sandals,30.508,Diego di Lucca,wedge,Wedge,High (3 to 4 1/4),"Medium (B, M)",B,Leather,,Brazil,,Leather,,,,,,,Brown,,,,No,,Tribal/Animal Print,Tribal,,,"Tampa, Florida, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Diego di Lucca,United States
130,131,143,Calvin Klein ~ Oliana Women's Size 9.5 Dressy High Heel Shoes $110 NIB,40.6812,Calvin Klein,Strappy,,"High (3"" and up)","Medium (B, M)",M,,Casual,China,Fabric,Linen,,Open Toe,,2010-2019,,,Taupe,,,,No,Buckle,Solid,,,,"Center Moriches, New York, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,Calvin Klein,United States
131,132,144,New Style Women Suede Embroidered Ankle Strap Block Heels Shoes Sandals,33.234,Unbranded,Sandal,,Low (1-1.9 in),,,Suede,,China,,,,,,,,,,,,,,,,,,,"China, China",,,0.0,0.0,0.0,0.0,0.0,0.0,New with box,,heels,Unbranded,China
132,133,145,Irregular Choice 'Love Is All Around' (L) Pink Hearts Stiletto Heel Shoes ,45.9186,Irregular Choice,Heels,,High (7.6-10 cm),,,,,China,Fabric,Synthetic,,,,,Various,Pink Hearts,,,,,,,,,,,"Northants, United Kingdom",,,0.0,0.0,0.0,0.0,1.0,0.0,New with box,,heels,Irregular Choice,United Kingdom
133,134,146,Calvin Klein ~ Ronda Women's Size 10 Satin T-Strap Dressy High Heels $110 NIB,40.6812,Calvin Klein,Strappy,,"High (3"" and up)","Medium (B, M)",,Satin,,,,,,,,,,,Ivories,,,,,,,,,,"Center Moriches, New York, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,Calvin Klein,United States
134,135,147,Pre-owned Salvatore Ferragamo mules,130.5406,Salvatore Ferragamo,Mule,,,,,,,,,Linen,,,,,,Multicoloured,,,,,,,,,,,"Chippendale, NSW, Australia",,,0.0,0.0,0.0,0.0,0.0,0.0,Pre-owned,,heels,Salvatore Ferragamo,Austria
135,136,148,Calvin Klein Women’s Gabrianna Gray Leather Pumps Kitten Heels Size 8.5 EUC NICE,30.5167,Calvin Klein,Pumps,,Flat (Under 1 in),,,,Heels,,,Leather,,Pointed Toe,Gabrianna,,,,Gray,,,,,Slip On,Solid,,,,"Rogers, Arkansas, United States",,,0.0,0.0,0.0,1.0,1.0,1.0,Pre-owned,,heels,Calvin Klein,United States
136,137,149,Saint Laurent Paris Black Leather Studded Platform Heel Sandal 38.5 Box $1495rrp,765.5275,Saint Laurent Paris,Platform,,Very High (Over 10 cm),,,,,,,Leather,,Round Toe,,,,Black,,,,,,,,Paris,,,"hale, Cheshire, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,Pre-owned,,heels,Saint Laurent Paris,United Kingdom
137,138,150,Sam Edelman Rockstud Black 7M,100.7083,Sam Edelman,Pump,,Mid (2-2.9 in),,,,,,,Leather,,,Rockstud,,,,Black,,,,,,,,,,"Lake Havasu City, Arizona, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Sam Edelman,United States
138,139,151,Ladies Pumps Fashion Hollow Out High Heel Peep Toe Sandals Size 35-47 Party Show,70.5773,Unbranded,Sandals,Stiletto,High (3 in. to 4.5 in.),"Medium (B, M)",,PU,Clubwear,China,,,,,No,,,,,,,,,,Solid,Party,Zip,,"ChengDU Sichuan, China",,,1.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,Unbranded,China
139,140,152,Finn Comfort Womens Amalfi Mocca Oregon Mules EUR 40 (623017),144.0343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heels,Finn Comfort,unknown
140,141,153,XAppeal Black Wedge Shoes Size 7M,36.1021,X-Appeal,Pump,,Ultra High (4 in & Higher),,M,,,,,,,,,,,,Black,,,,,,,,,,"Farmington, Arkansas, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,,heels,X-Appeal,United States
141,142,154,Nine West Brown with Ankle Strap & Chunky Heel - Size 8.5,28.4838,Nine West,Pump,,Mid (2-2.9 in),,M,,,,,Leather,,,,,,,Brown,,,,,,,,,,"Harrison, New Jersey, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,,heels,Nine West,United States
142,143,155,Kelsi Dagger Cadi Womens Shoes Size 7.5 Black Man Made Platform Heels,30.508,Kelsi Dagger,Platforms & Wedges,Stiletto,Very High (4.5 in. and Up),"Medium (B, M)",,Synthetic,,China,,Man Made,,Round Toe,Cadi,,,,Black,,,,,,Solid,,Slip On,,"Westfield, Indiana, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,,heels,Kelsi Dagger,India
143,144,156,Cole Haan Womens Wedge Sandals Size 7.5 Slip Ons Heels,33.437,Cole Haan,Wedges,Wedge,High (3 to 4 1/4),,,,,,,,,,,,7.5,,Multicolor,,,,,,,,Slip On,,"Goodyear, Arizona, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Good condition. There are scuffs. See ALL photos for condition details.”,heels,Cole Haan,United States
